 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.000, -0.000,  1.800,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650,  1.650
 -0.156, -0.156,  1.790,  1.640,  1.640,  1.640,  1.640,  1.640,  1.640,  1.640,  1.640
 -0.308, -0.308,  1.750,  1.600,  1.600,  1.600,  1.600,  1.600,  1.600,  1.600,  1.600
 -0.451, -0.451,  1.690,  1.540,  1.540,  1.540,  1.540,  1.540,  1.540,  1.540,  1.540
 -0.580, -0.580,  1.610,  1.460,  1.460,  1.460,  1.460,  1.460,  1.460,  1.460,  1.460
 -0.692, -0.692,  1.500,  1.360,  1.360,  1.360,  1.360,  1.360,  1.360,  1.360,  1.360
 -0.783, -0.783,  1.380,  1.240,  1.240,  1.240,  1.240,  1.240,  1.240,  1.240,  1.240
 -0.850, -0.850,  1.240,  1.110,  1.110,  1.110,  1.110,  1.110,  1.110,  1.110,  1.110
 -0.892, -0.892,  1.090,  0.973,  0.973,  0.973,  0.973,  0.973,  0.973,  0.973,  0.973
 -0.908, -0.908,  0.937,  0.830,  0.830,  0.830,  0.830,  0.830,  0.830,  0.830,  0.830
 -0.897, -0.897,  0.784,  0.687,  0.687,  0.687,  0.687,  0.687,  0.687,  0.687,  0.687
 -0.859, -0.859,  0.635,  0.548,  0.548,  0.548,  0.548,  0.548,  0.548,  0.548,  0.548
 -0.796, -0.796,  0.495,  0.416,  0.418,  0.418,  0.418,  0.418,  0.418,  0.418,  0.418
 -0.748, -0.748,  0.418,  0.343,  0.345,  0.345,  0.345,  0.345,  0.345,  0.345,  0.345
 -0.730, -0.730,  0.393,  0.319,  0.321,  0.322,  0.322,  0.322,  0.322,  0.322,  0.322
 -0.711, -0.711,  0.369,  0.296,  0.299,  0.299,  0.299,  0.299,  0.299,  0.299,  0.299
 -0.692, -0.692,  0.346,  0.274,  0.277,  0.277,  0.277,  0.277,  0.277,  0.277,  0.277
 -0.672, -0.672,  0.323,  0.252,  0.255,  0.256,  0.256,  0.256,  0.256,  0.256,  0.256
 -0.651, -0.651,  0.301,  0.230,  0.235,  0.235,  0.235,  0.235,  0.235,  0.235,  0.235
 -0.629, -0.629,  0.280,  0.209,  0.214,  0.215,  0.215,  0.215,  0.215,  0.215,  0.215
 -0.607, -0.607,  0.260,  0.188,  0.195,  0.195,  0.195,  0.195,  0.195,  0.195,  0.195
 -0.585, -0.585,  0.240,  0.167,  0.176,  0.176,  0.176,  0.176,  0.176,  0.176,  0.176
 -0.562, -0.562,  0.222,  0.145,  0.157,  0.158,  0.158,  0.158,  0.158,  0.158,  0.158
 -0.538, -0.538,  0.204,  0.123,  0.139,  0.140,  0.140,  0.140,  0.140,  0.140,  0.140
 -0.515, -0.515,  0.187,  0.100,  0.121,  0.122,  0.122,  0.122,  0.122,  0.122,  0.122
 -0.490, -0.490,  0.177,  0.077,  0.050,  0.050,  0.050,  0.050,  0.050,  0.050,  0.050
 -0.445, -0.445,  0.167,  0.095,  0.043,  0.042,  0.042,  0.042,  0.042,  0.042,  0.042
 -0.398, -0.398,  0.155,  0.047,  0.036,  0.035,  0.035,  0.035,  0.035,  0.035,  0.035
 -0.351, -0.351,  0.141,  0.041,  0.031,  0.030,  0.030,  0.030,  0.030,  0.030,  0.030
 -0.305, -0.305,  0.126,  0.036,  0.027,  0.025,  0.025,  0.025,  0.025,  0.025,  0.025
 -0.242, -0.242,  0.111,  0.032,  0.023,  0.022,  0.022,  0.022,  0.022,  0.022,  0.022
 -0.169, -0.169,  0.099,  0.029,  0.021,  0.019,  0.019,  0.019,  0.019,  0.019,  0.019
